,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,Date,Latitude,Longitude
118693,118694,2016624326.0,201662432654410,5441,0,TRAF - ACCIDENT               ,2016-09-29 08:17:00,,2016-09-29 10:12:00.000001,W 17TH AVE / N YATES ST,3126282.0,1696185.0,-105.050925565,39.7439753939,1.0,121.0,West Colfax,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-09-29 10:12:00.000001,39.7439753939,-105.050925565
118701,118702,2016624722.0,201662472254010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2016-09-29 11:25:00,,2016-09-29 11:53:00,E ELLSWORTH AVE / N ADAMS ST,3155122.0,1686238.0,-104.94858394,39.7162330023,3.0,311.0,Cherry Creek,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,DISREGARD STOP SIGN,  ,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-09-29 11:53:00.000000,39.7162330023,-104.94858394
118749,118750,2016658070.0,201665807054410,5441,0,TRAF - ACCIDENT               ,2016-10-14 08:04:00,,2016-10-14 09:39:00,S MONACO ST / E FLORIDA AVE,3165224.0,1676512.0,-104.912898507,39.689359344,3.0,322.0,Virginia Village,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-10-14 09:39:00.000000,39.689359344,-104.912898507
118762,118763,2016672626.0,201667262654410,5441,0,TRAF - ACCIDENT               ,2016-10-20 17:33:00,,2016-10-21 00:20:00,E MLK BLVD / N GLENCOE ST,3161434.0,1702921.0,-104.925772256,39.7619233552,2.0,221.0,North Park Hill,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-10-21 00:20:00.000000,39.7619233552,-104.925772256
118776,118777,2016672739.0,201667273954411,5441,1,TRAF - ACCIDENT - SBI         ,2016-10-20 18:20:00,,2016-10-20 22:20:00,38TH ST / N BRIGHTON BLVD,3147451.0,1706857.0,-104.975428394,39.7729603899,2.0,211.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHWEST,GOING STRAIGHT,RECKLESS DRIVING,DUI/DWAI/DUID,  ,BICYCLE,SOUTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,BICYCLE,PASSENGER CAR/VAN,2016-10-20 22:20:00.000000,39.7729603899,-104.975428394
118792,118793,2016688524.0,201668852454410,5441,0,TRAF - ACCIDENT               ,2016-10-27 11:00:00,,2016-10-27 11:35:00,E 16TH AVE / N LINCOLN ST,3144511.0,1695445.0,-104.986117164,39.7416787377,6.0,621.0,North Capitol Hill,1.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,AT INTERSECTION,HILLCREST,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,  ,  ,BICYCLE,WEST,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2016-10-27 11:35:00.000000,39.7416787377,-104.986117164
118849,118850,2016722338.0,201672233854410,5441,0,TRAF - ACCIDENT               ,2016-11-10 17:59:00,,2016-11-10 17:59:00,N FEDERAL BLVD / W 2ND AVE,3133588.0,1687398.0,-105.025108327,39.7197513583,4.0,411.0,Barnum,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,OTHER,SOUTH,GOING STRAIGHT,OTHER,OTHER,  ,SUV,WEST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-11-10 17:59:00.000000,39.7197513583,-105.025108327
118855,118856,2016722603.0,201672260354410,5441,0,TRAF - ACCIDENT               ,2016-11-10 20:55:00.000001,,2016-11-10 20:55:00.000001,S UNIVERSITY BLVD / E EVANS AVE,3152163.0,1672448.0,-104.959393822,39.6784252904,3.0,313.0,University,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTH,OTHER,TURNED FROM WRONG LANE OR POSITION,NO APPARENT,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-11-10 20:55:00.000001,39.6784252904,-104.959393822
119102,119103,2016607929.0,201660792954410,5441,0,TRAF - ACCIDENT               ,2016-09-22 07:45:00,,2016-09-22 08:29:00,S CLAY ST / W JEWELL AVE,3134993.0,1673761.0,-105.020369731,39.6822944683,4.0,422.0,College View - South Platte,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,VEHICLE OVER 10000 LBS,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,DISREGARD STOP SIGN,  ,  ,0.0,0.0,  ,  ,  ,  ,2016-09-22 08:29:00.000000,39.6822944683,-105.020369731
119106,119107,2016607986.0,201660798654410,5441,0,TRAF - ACCIDENT               ,2016-09-22 08:10:00.000001,,2016-09-22 09:52:00,W 29TH AVE / N WYANDOT ST,3136502.0,1701493.0,-105.014481765,39.7584024744,1.0,113.0,Highland,1.0,0.0,PEDESTRIAN-OTHER,OTHER OBJECT,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,OTHER,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,WEST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2016-09-22 09:52:00.000000,39.7584024744,-105.014481765
119186,119187,2016658844.0,201665884454010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2016-10-14 14:30:00,,2016-10-14 17:42:00.000001,W MISSISSIPPI AVE / S SANTA FE DR,3142983.0,1679038.0,-104.99187696,39.6966618181,3.0,313.0,Overland,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,CARELESS DRIVING,DISTRACTED CELLPHONE,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,0.0,0.0,  ,  ,  ,  ,2016-10-14 17:42:00.000001,39.6966618181,-104.99187696
119225,119226,2016689568.0,201668956854410,5441,0,TRAF - ACCIDENT               ,2016-10-27 18:10:00,,2016-10-27 19:31:00,700 BLOCK 15TH ST,3142317.0,1696473.0,-104.993898526,39.7445345918,6.0,611.0,CBD,1.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-10-27 19:31:00.000000,39.7445345918,-104.993898526
119273,119274,2016723246.0,201672324654410,5441,0,TRAF - ACCIDENT               ,2016-11-11 07:40:00,,2016-11-11 08:06:00,S ULSTER ST / E TECHNOLOGY WAY,3168896.0,1656007.0,-104.900331866,39.6330023121,3.0,324.0,Hampden South,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-11-11 08:06:00.000000,39.6330023121,-104.900331866
119351,119352,2016489409.0,201648940954410,5441,0,TRAF - ACCIDENT               ,2016-08-02 20:30:00,,2016-08-02 20:32:00,S MONACO ST / E YALE AVE,3165282.0,1668597.0,-104.912874181,39.6676298442,3.0,323.0,Hampden,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,SOUTHEAST,GOING STRAIGHT,DISREGARD STOP SIGN,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-08-02 20:32:00.000000,39.6676298442,-104.912874181
119445,119446,2016557887.0,201655788754410,5441,0,TRAF - ACCIDENT               ,2016-08-31 21:00:00,,2016-08-31 22:01:00,E 17TH AVE / N COLORADO BLVD,3157291.0,1696276.0,-104.940654239,39.7437527427,2.0,213.0,City Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,DRIVER UNFAMILIAR WITH AREA,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-08-31 22:01:00.000000,39.7437527427,-104.940654239
119482,119483,2016576511.0,201657651154411,5441,1,TRAF - ACCIDENT - SBI         ,2016-09-08 13:10:00,,2016-09-08 13:39:00,22ND ST / ARAPAHOE ST,3143838.0,1699739.0,-104.988424324,39.7534769352,6.0,611.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2016-09-08 13:39:00.000000,39.7534769352,-104.988424324
119514,119515,2016607988.0,201660798854410,5441,0,TRAF - ACCIDENT               ,2016-09-22 08:10:00.000001,,2016-09-22 08:10:00.000001,S WASHINGTON ST / E VIRGINIA AVE,3146508.0,1683003.0,-104.979269566,39.7074918081,3.0,312.0,Washington Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,BICYCLE,SOUTH,GOING STRAIGHT,  ,  ,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2016-09-22 08:10:00.000001,39.7074918081,-104.979269566
119540,119541,2016608953.0,201660895354410,5441,0,TRAF - ACCIDENT               ,2016-09-22 16:15:00,,2016-09-22 17:09:00,800 BLOCK 22ND ST,3144435.0,1699111.0,-104.986313702,39.7517437222,6.0,621.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,CARELESS DRIVING,OTHER,OTHER,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-09-22 17:09:00.000000,39.7517437222,-104.986313702
119683,119684,2016708081.0,201670808154410,5441,0,TRAF - ACCIDENT               ,2016-11-04 10:35:00,,2016-11-04 10:38:00.000001,E COLFAX AVE / N GARFIELD ST,3156313.0,1694954.0,-104.944160802,39.7401401066,2.0,213.0,Congress Park,1.0,0.0,PEDESTRIAN-OTHER,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,OTHER,OTHER,CROSS AGAINST SIGNAL,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-11-04 10:38:00.000001,39.7401401066,-104.944160802
119719,119720,2016724117.0,201672411754410,5441,0,TRAF - ACCIDENT               ,2016-11-11 15:45:00,,2016-11-11 15:55:00,E 11TH AVE / N BROADWAY ST,3144162.0,1692593.0,-104.987415408,39.7338548907,6.0,611.0,Civic Center,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTH,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,  ,EAST,  ,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2016-11-11 15:55:00.000000,39.7338548907,-104.987415408
119765,119766,2016490068.0,201649006854010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2016-08-03 06:27:00.000001,,2016-08-03 06:27:00.000001,E 18TH AVE / N DOWNING ST,3148083.0,1696615.0,-104.973391253,39.7448344381,6.0,621.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,SLOWING,RECKLESS DRIVING,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,OTHER,  ,0.0,0.0,  ,  ,  ,  ,2016-08-03 06:27:00.000001,39.7448344381,-104.973391253
119816,119817,2016524639.0,201652463954410,5441,0,TRAF - ACCIDENT               ,2016-08-18 00:00:00,,2016-08-18 00:28:00,W ALAMEDA AVE / S FEDERAL BLVD,3133608.0,1684273.0,-105.025095304,39.7111722877,4.0,412.0,Westwood,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-08-18 00:28:00.000000,39.7111722877,-105.025095304
119878,119879,2016559493.0,201655949354410,5441,0,TRAF - ACCIDENT               ,2016-09-01 13:40:00,,2016-09-01 13:45:00,5100 BLOCK N LOGAN ST,3145350.0,1713097.0,-104.982776359,39.7901231089,1.0,112.0,Globeville,2.0,0.0,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-09-01 13:45:00.000000,39.7901231089,-104.982776359
119884,119885,2016559556.0,201655955654410,5441,0,TRAF - ACCIDENT               ,2016-09-01 14:15:00,,2016-09-01 15:33:00,E MONTVIEW BLVD / N COLORADO BLVD,3157288.0,1697601.0,-104.940635896,39.7473901385,2.0,213.0,City Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,OTHER,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-09-01 15:33:00.000000,39.7473901385,-104.940635896
120042,120043,2017184594.0,201718459454410,5441,0,TRAF - ACCIDENT               ,2017-03-20 15:40:00.000001,,2017-03-20 16:06:00,S PEARL ST / E VIRGINIA AVE,3146176.0,1683003.0,-104.980449561,39.7074970265,3.0,312.0,Washington Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTH,GOING STRAIGHT,IMPROPER PASSING ON RIGHT,AGGRESSIVE DRIVING,  ,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,SOUTHWEST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-20 16:06:00.000000,39.7074970265,-104.980449561
120051,120052,2017185042.0,201718504254410,5441,0,TRAF - ACCIDENT               ,2017-03-20 17:30:00,,2017-03-20 19:50:00,1200 BLOCK N WASHINGTON ST,3146630.0,1693395.0,-104.978623975,39.7360179729,6.0,623.0,Capitol Hill,1.0,0.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,PARKED,  ,DISTRACTED-OTHER,  ,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2017-03-20 19:50:00.000000,39.7360179729,-104.978623975
120094,120095,2017199560.0,201719956054410,5441,0,TRAF - ACCIDENT               ,2017-03-27 08:10:00.000001,,2017-03-27 08:15:00,00 BLOCK W 11TH AVE,,,,,,,,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,DISREGARDED OTHER DEVICE,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-27 08:15:00.000000,,
120170,120171,2017257303.0,201725730354010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-04-20 15:30:00,,2017-04-20 15:30:00,E 51ST AVE / N CROWN BLVD,3188796.0,1712861.0,-104.828186262,39.7886947579,5.0,521.0,Montbello,1.0,0.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING RIGHT TURN,DISREGARD STOP SIGN,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-20 15:30:00.000000,39.7886947579,-104.828186262
120428,120429,2017147167.0,201714716754410,5441,0,TRAF - ACCIDENT               ,2017-03-04 17:14:00,,2017-03-04 17:40:00,W 29TH AVE / N HAZEL CT,3132814.0,1701504.0,-105.027599015,39.7584860484,1.0,121.0,Sloan Lake,1.0,0.0,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,SUV,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-04 17:40:00.000000,39.7584860484,-105.027599015
120487,120488,2017186520.0,201718652054410,5441,0,TRAF - ACCIDENT               ,2017-03-21 13:00:00,,2017-03-21 13:39:00,1300 BLOCK N DELAWARE ST,3142626.0,1693968.0,-104.992849426,39.7376531854,6.0,611.0,Civic Center,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTH,PASSING,IMPROPER PASSING ON LEFT,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-21 13:39:00.000000,39.7376531854,-104.992849426
120708,120709,201750625.0,20175062554010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-01-23 18:10:00,,2017-01-23 18:12:00,1000 BLOCK S CLARKSON ST,3146946.0,1679654.0,-104.977781249,39.6982911796,3.0,312.0,Washington Park West,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,HIT AND RUN UNKNOWN,NORTH,GOING STRAIGHT,DISREGARD STOP SIGN,  ,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-01-23 18:12:00.000000,39.6982911796,-104.977781249
120848,120849,2017147884.0,201714788454410,5441,0,TRAF - ACCIDENT               ,2017-03-04 23:14:00,,2017-03-04 23:57:00,1900 BLOCK MARKET ST,3142276.0,1699600.0,-104.993982387,39.7531193724,6.0,612.0,Union Station,1.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTHWEST,BACKING,IMPROPER BACKING,NO APPARENT,  ,BICYCLE,NORTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-04 23:57:00.000000,39.7531193724,-104.993982387
120887,120888,2017169445.0,201716944554410,5441,0,TRAF - ACCIDENT               ,2017-03-14 06:57:00,,2017-03-14 07:59:00,W ALAMEDA AVE / S SHERIDAN BLVD,3125686.0,1684294.0,-105.053252924,39.7113402549,4.0,412.0,Westwood,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,  ,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,BICYCLE,SOUTH,GOING STRAIGHT,  ,  ,  ,PICKUP TRUCK/UTILITY VAN,WEST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-14 07:59:00.000000,39.7113402549,-105.053252924
120927,120928,201684958.0,20168495854200,5420,0,TRAF - ACCIDENT - DUI/DUID    ,2016-02-09 17:55:00.000001,,2016-02-10 01:04:00,650 BLK WEST 13TH AVE,3141878.0,1693648.0,-104.995515434,39.7367861597,6.0,611.0,Civic Center,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,WEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-02-10 01:04:00.000000,39.7367861597,-104.995515434
121143,121144,201752106.0,20175210654411,5441,1,TRAF - ACCIDENT - SBI         ,2017-01-24 11:30:00,,2017-01-24 11:46:00,E 11TH AVE / N LINCOLN ST,3144523.0,1692592.0,-104.986131878,39.7338465468,6.0,623.0,Capitol Hill,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2017-01-24 11:46:00.000000,39.7338465468,-104.986131878
