,Crash ID,DOT Case Number,Date Of Crash,Time Of Crash,Severity,Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Vehicles,Number Of Pedestrians,Number Of Qualifying Commercial Vehicles,Town,Town Text Format,Route Class,Route Class Text Format,Route or Local Road Number,Route Direction,Route Direction Text Format,Cumulative Route Mileage,Ramp or Turning Road Number,Ramp Letter,At or Between Intersections,At or Between Intersections Text Format,Intersecting Leg #1,Intersecting Leg #2,Intersecting Leg #3,Intersecting Leg #4,Name of Road that Crash Occurred On,Name or Route Number of Road at which Crash Occurred,Measure Distance,Unit Of Measure,Unit Of Measure Text Format,Measure Direction,Measure Direction Text Format,"Name of Nearest Intersection, Street, Town Line or Mile Marker",Alpha Description of Crash Location,Collision Type,Collision Type Text Format,Weather Condition,Weather Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Light Condition,Light Condition Text Format,Crash Occurred On,Crash Occurred On Text Format,Other Roadway Feature,Other Roadway Feature Text Format,Median Barrier Penetration,Median Barrier Penetration Text Format,Construction or Maintenance Related,Construction or Maintenance Related Text Format,At-Fault Traffic Unit Number,Contributing Factor,Contributing Factor Text Format,Average Daily Traffic,Rural or Urban,Rural or Urban Text Format,Number of Lanes,CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId.1,CrashId.2,Latitude,Longitude,Town Name,Town Number,Town Number.1,Town Number Text Format,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude.1,Longitude.1,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather 2,Weather 2 Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,Urban Area,Urban Area Text Format,No. of Through Lanes (Reverse Dir.),No. of Through Lanes (Log Dir.),Highway Type (FHWA),Highway Type (FHWA) Text Format,Functional Classification,Functional Classification Text Format,Date,fatal,suspected_serious_injury,suspected_minor_injury,possible_injury,no_apparent_injury,geometry,index_right
15472,,2274105,2015-03-12,,,,C,Possible Injury (C),,,,,,2,USRoute,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,7500.0,2.0,Urban,,29787.0,1.0,Complete,29787.0,29787.0,41.297757,-72.935821,New Haven,93.0,93.0,New Haven,2015.0,3.0,March,12.0,5.0,Thursday,20:21:00,20.0,15010575,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,47.22,1.0,001,310 COLUMBUS AVE,WASHINGTON AVE #1(DE),,,, ,41.297757,-72.935821,14.0,Motor Vehicle in Operation,1.0,Front to rear,1.0,On Roadway,1.0,Clear,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,409,2015-03-31 00:00:00.0,C,Closed,2015-05-19 00:00:00.0,,G,NEW HAVEN,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-03-12,0,0,0,1,0,POINT (-72.935821 41.297757),0
15473,,2274138,2015-03-14,,,,O,No Apparent Injury (O),,,,,,2,USRoute,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,3,Dusk,,,,,,,,,,,,10700.0,2.0,Urban,,29819.0,1.0,Complete,29819.0,29819.0,41.301431,-72.924387,New Haven,93.0,93.0,New Haven,2015.0,3.0,March,14.0,7.0,Saturday,18:27:00,18.0,15010904,O,Property Damage Only,1.0,1.0,0.0,47.84,1.0,001,170 WATER ST,UNION AVE(LOCAL),,,, ,41.301431,-72.924387,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,173,2015-03-14 00:00:00.0,C,Closed,2015-05-19 00:00:00.0,,G,NEW HAVEN,1.0,1.0,2.0,2 LANES DIVIDED (WIDTH UNDER 36'),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-03-14,0,0,0,0,1,POINT (-72.924387 41.301431),0
15474,,2243222,2015-01-30,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,3,Dusk,,,,,,,,,,,,,2.0,Urban,,30890.0,1.0,Complete,30890.0,30890.0,41.096651,-73.420259,Norwalk,103.0,103.0,Norwalk,2015.0,1.0,January,30.0,6.0,Friday,17:13:00,17.0,1500004259,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.42,154.0,CHESTNUT ST,CHESTNUT ST,MONROE ST,,,, ,41.096651,-73.420259,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0010300,Norwalk PD,P025,2015-02-02 00:00:00.0,O,Open,2015-02-12 00:00:00.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2015-01-30,0,0,0,1,0,POINT (-73.420259 41.096651),0
15475,,2248465,2015-03-16,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,11100.0,2.0,Urban,,31389.0,1.0,Complete,31389.0,31389.0,41.285477,-73.011256,Orange,107.0,107.0,Orange,2015.0,3.0,March,16.0,2.0,Monday,17:14:00,17.0,15-7521,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,1.34,114.0,114,RTE 11,GRANNIS RD,,,, ,41.285477,-73.011256,10.0,Pedalcycle/Pedalcyclist,4.0,"Sideswipe, same direction",1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0010700,Orange PD,8,2015-03-21 00:00:00.0,C,Closed,2015-03-21 00:00:00.0,,G,NEW HAVEN,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),4.0,MINOR ARTERIAL - NEW HPMS,2015-03-16,0,0,0,1,0,POINT (-73.011256 41.285477),0
15476,,2293163,2015-05-16,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,1700.0,1.0,Rural,,40134.0,1.0,Complete,40134.0,40134.0,41.686613,-73.199929,Morris,87.0,87.0,Morris,2015.0,5.0,May,16.0,7.0,Saturday,12:48:00,12.0,1500283496,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.01,1.0,ALAIN WHITE RD,Alain White Rd,,RT 61-COUNTY RD,1.0,Feet,S,41.686613,-73.199929,8.0,Other Non-Collision,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,11.0,Through Roadway,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CTCSP0000,State Police,0600,2015-06-29 00:00:00.0,C,Closed,2015-06-30 00:00:00.0,,X,Unknown,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2015-05-16,0,0,1,0,0,POINT (-73.199929 41.686613),0
15477,,2282695,2015-02-01,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,2,Wet,1,Daylight,,,,,,,,,,,,,2.0,Urban,,42006.0,1.0,Complete,42006.0,42006.0,41.269731,-72.945277,West Haven,156.0,156.0,West Haven,2015.0,2.0,February,1.0,1.0,Sunday,10:46:00,10.0,1500020983,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.35,53.0,BROWN ST, Brown ST ,,MARTIN ST,100.0,Feet,W,41.269731,-72.945277,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,11.0,Through Roadway,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0015600,West Haven PD,185,2015-06-02 00:00:00.0,C,Closed,2015-06-08 00:00:00.0,,G,NEW HAVEN,,2.0,,,7.0,LOCAL - NEW HPMS,2015-02-01,0,0,1,0,0,POINT (-72.945277 41.269731),0
15478,,2249686,2015-03-24,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,2.0,Urban,,44480.0,1.0,Complete,44480.0,44480.0,41.761218,-72.634253,East Hartford,43.0,43.0,East Hartford,2015.0,3.0,March,24.0,3.0,Tuesday,18:44:00,18.0,201500007259,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.2,283.0,MERCER AV,15 Mercer Avenue,,SR 502-SILVER LA,2.0,Tenths of Mile,S,41.761218,-72.634253,14.0,Motor Vehicle in Operation,4.0,"Sideswipe, same direction",2.0,Shoulder,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0004300,East Hartford PD,336,2015-03-26 00:00:00.0,C,Closed,2015-03-26 00:00:00.0,,D,HARTFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2015-03-24,0,0,1,0,0,POINT (-72.634253 41.761218),0
15479,,2254748,2015-03-16,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,2.0,Urban,,44893.0,1.0,Complete,44893.0,44893.0,41.849091,-72.544621,South Windsor,132.0,132.0,South Windsor,2015.0,3.0,March,16.0,2.0,Monday,16:40:00,16.0,P201500667,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.21,200.0,ROSEMARY LA,ROSEMARY LANE,,CHRISTINE LA,150.0,Feet,E,41.849091,-72.544621,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0013200,South Windsor PD,182,2015-03-19 00:00:00.0,C,Closed,2015-03-18 00:00:00.0,,D,HARTFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2015-03-16,0,0,1,0,0,POINT (-72.54462100000001 41.849091),0
15480,,2302556,2015-04-08,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,7300.0,2.0,Urban,,46136.0,1.0,Complete,46136.0,46136.0,41.762445,-72.697286,Hartford,64.0,64.0,Hartford,2015.0,4.0,April,8.0,4.0,Wednesday,16:24:00,16.0,15-10470,O,Property Damage Only,1.0,1.0,0.0,0.29,309.0,LAUREL ST,Laurel Street ,CAPITOL AV,,,, ,41.762445,-72.697286,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,1445,2015-04-12 00:00:00.0,O,Open,2015-04-08 00:00:00.0,#15-10470,D,HARTFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2015-04-08,0,0,0,0,1,POINT (-72.69728600000001 41.762445),0
15481,,2254315,2015-04-13,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,3,Dusk,,,,,,,,,,,,,2.0,Urban,,46968.0,1.0,Complete,46968.0,46968.0,41.712986,-72.76994,New Britain,89.0,89.0,New Britain,2015.0,4.0,April,13.0,2.0,Monday,20:55:00,20.0,15-8610,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.8,594.0,BRITTANY FARMS RD,395 Brittany Farms Rd,,VILLAGE SQUARE DR,60.0,Feet,N,41.712986,-72.76994,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0008900,New Britain PD,458,2015-04-21 00:00:00.0,C,Closed,2015-04-15 00:00:00.0,,D,HARTFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2015-04-13,0,0,1,0,0,POINT (-72.76994000000001 41.712986),0
15482,,2284481,2015-04-12,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,1400.0,2.0,Urban,,46977.0,1.0,Complete,46977.0,46977.0,41.143923,-73.494932,New Canaan,90.0,90.0,New Canaan,2015.0,4.0,April,12.0,1.0,Sunday,13:13:00,13.0,1500004234,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.39,169.0,PARK ST,PARK ST,RICHMOND HILL RD,,,, ,41.143923,-73.494932,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009000,New Canaan PD,151,2015-04-14 00:00:00.0,C,Closed,2015-06-11 00:00:00.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2015-04-12,0,0,1,0,0,POINT (-73.49493200000001 41.143923),0
15483,,2253811,2015-04-16,,,,B,Suspected Minor Injury (B),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,32600.0,2.0,Urban,,47543.0,1.0,Complete,47543.0,47543.0,41.998272,-72.578826,Enfield,49.0,49.0,Enfield,2015.0,4.0,April,16.0,5.0,Thursday,17:12:00,17.0,P201513723,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.8,220.0,220,Elm St,FRESHWATER BLVD(SB),,,, ,41.998272,-72.578826,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0004900,Enfield PD,1397,2015-04-23 00:00:00.0,C,Closed,2015-04-18 00:00:00.0,,T,SPRINGFIELD,0.0,4.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),4.0,MINOR ARTERIAL - NEW HPMS,2015-04-16,0,0,1,0,0,POINT (-72.57882600000001 41.998272),0
15484,,2274711,2015-04-15,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,11800.0,2.0,Urban,,47641.0,1.0,Complete,47641.0,47641.0,41.304341,-72.894472,New Haven,93.0,93.0,New Haven,2015.0,4.0,April,15.0,4.0,Wednesday,15:51:00,15.0,15016592,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,1.09,213.0,FERRY ST,FERRY ST,CHAPEL ST,,,, ,41.304341,-72.894472,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,170,2015-04-15 00:00:00.0,C,Closed,2015-05-19 00:00:00.0,,G,NEW HAVEN,,4.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2015-04-15,0,0,1,0,0,POINT (-72.89447199999999 41.304341),0
15485,,2274734,2015-04-17,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,8700.0,2.0,Urban,,47672.0,1.0,Complete,47672.0,47672.0,41.32169,-72.873459,New Haven,93.0,93.0,New Haven,2015.0,4.0,April,17.0,6.0,Friday,15:49:00,15.0,15016972,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.06,103.0,103,QUINNIPIAC AVE,,BARNES AVE,0.1000000014901161,Tenths of Mile,S,41.32169,-72.873459,14.0,Motor Vehicle in Operation,1.0,Front to rear,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,229,2015-04-17 00:00:00.0,C,Closed,2015-05-19 00:00:00.0,,G,NEW HAVEN,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),4.0,MINOR ARTERIAL - NEW HPMS,2015-04-17,0,0,0,1,0,POINT (-72.873459 41.32169),0
15486,,2287722,2015-04-18,,,,B,Suspected Minor Injury (B),,,,,,2,USRoute,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,16200.0,2.0,Urban,,48042.0,1.0,Complete,48042.0,48042.0,41.200803,-73.191954,Bridgeport,15.0,15.0,Bridgeport,2015.0,4.0,April,18.0,7.0,Saturday,19:37:00,19.0,150418272,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,30.66,1.0,001,169 North Avenue ,ISLAND BROOK AVE,,,, ,41.200803,-73.191954,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0001509,Bridgeport PD,845,2015-04-18 00:00:00.0,C,Closed,2015-04-18 00:00:00.0,#150418272,A,BRIDGEPORT - STAMFORD,0.0,4.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-04-18,0,0,1,0,0,POINT (-73.191954 41.200803),0
15487,,2283997,2015-04-18,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,17700.0,2.0,Urban,,48182.0,1.0,Complete,48182.0,48182.0,41.757268,-72.706257,Hartford,64.0,64.0,Hartford,2015.0,4.0,April,18.0,7.0,Saturday,13:50:00,13.0,2015-11561,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.65,473.0,SISSON AV,Sisson Avenue,,PARK ST,27.0,Feet,N,41.757268,-72.706257,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,9.0,Driveway Access-Related,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,1706,2013-07-15 00:00:00.0,O,Open,2015-04-18 00:00:00.0,,D,HARTFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2015-04-18,0,0,1,0,0,POINT (-72.70625699999999 41.757268),0
15488,,2288892,2015-04-18,,,,O,No Apparent Injury (O),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,5300.0,2.0,Urban,,48516.0,1.0,Complete,48516.0,48516.0,41.550878,-73.039072,Waterbury,151.0,151.0,Waterbury,2015.0,4.0,April,18.0,7.0,Saturday,10:42:00,10.0,2015-00020289,O,Property Damage Only,1.0,1.0,0.0,2.91,847.0,847,MAIN ST,MARKET SQ(ONE-WAY EB),,,, ,41.550878,-73.039072,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015100,Waterbury PD,684,2015-06-23 00:00:00.0,C,Closed,2015-06-23 00:00:00.0,#2015-________,K,WATERBURY,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-04-18,0,0,0,0,1,POINT (-73.039072 41.550878),0
15489,,2255294,2015-04-22,,,,B,Suspected Minor Injury (B),,,,,,1,Interstate,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,30500.0,2.0,Urban,,49015.0,1.0,Complete,49015.0,49015.0,41.839598,-71.877738,Killingly,69.0,69.0,Killingly,2015.0,4.0,April,22.0,4.0,Wednesday,16:47:00,16.0,1500227391,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,40.98,395.0,395, I 395 N ,NB EXIT TO RTE 101(HTFD PIKE)(052) : Exit 93,,,, ,41.839598,-71.877738,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CTCSP0000,State Police,1371,2015-04-29 00:00:00.0,C,Closed,2015-05-01 00:00:00.0,,M,DANIELSON,2.0,2.0,4.0,3-4 LANES DIVIDED (WIDTH 36'-71'),1.0,INTERSTATE - NEW HPMS,2015-04-22,0,0,1,0,0,POINT (-71.87773799999999 41.839598),0
15490,,2263611,2015-04-29,,,,A,Suspected Serious Injury (A),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,3,Dusk,,,,,,,,,,,,22200.0,2.0,Urban,,50040.0,1.0,Complete,50040.0,50040.0,41.715648,-72.58477,Glastonbury,54.0,54.0,Glastonbury,2015.0,4.0,April,29.0,4.0,Wednesday,19:28:00,19.0,15-005249,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.96,94.0,094,Hebron Avenue (CT RT 94),EASTERN BLVD,,,, ,41.715648,-72.58477,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0005400,Glastonbury PD,410,2015-05-05 00:00:00.0,C,Closed,2015-04-30 00:00:00.0,,D,HARTFORD,0.0,4.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-04-29,0,1,0,0,0,POINT (-72.58477000000001 41.715648),0
